page,country,rev_id,prediction
Markel Olano,Spain,797234027,Start
Michał Janiszewski,Poland,797236446,Stub
Chou Ching-yu,Taiwan,797236452,Start
Chris Lea,Canada,797238959,Start
Allan Marat,Papua New Guinea,797240319,Start
Haj Ali Razmara,Iran,797241192,C
Christine Hamilton,United Kingdom,797243617,C
Alfredo Baldomir,Uruguay,797244796,Start
Dámaso Antonio Larrañaga,Uruguay,797245080,Stub
Christopher Porter,Canada,797246308,Start
Lesya Orobets,Ukraine,797246374,GA
Hanna Louisa Bissiw,Ghana,797247588,Start
Jean-Pierre Jouyet,France,797248976,C
Chungsen Leung,Taiwan,797249053,C
Francisque-Joseph Ramey de Sugny,France,797249657,Start
Alberto João Jardim,Portugal,797249952,C
"George Bridges, Baron Bridges of Headley",United Kingdom,797255404,Start
Charles Emile Wickersheimer,France,797255610,GA
Claude Cheysson,France,797256889,Start
Kalkot Mataskelekele,Vanuatu,797258015,Start
Iolu Abil,Vanuatu,797258033,C
Donald Kalpokas,Vanuatu,797258108,Start
Maxime Carlot Korman,Vanuatu,797258122,C
Serge Vohor,Vanuatu,797258152,GA
Barak Sopé,Vanuatu,797258174,Start
Ham Lini,Vanuatu,797258223,GA
Moana Carcasses Kalosil,Vanuatu,797258296,C
Joe Natuman,Vanuatu,797258321,Start
Ahmad Fanakati,China,797258332,C
Clementa C. Pinckney,United States,797258429,GA
Elmira Minita Gordon,Belize,797258755,Start
Sheikh Mansur,Chechen,797258871,Start
Subash Chandra Nembang,Nepal,797258929,Start
Frederick John Jackson,Kenya,797262615,C
Abul Kalam Shamsuddin,Bangladesh,797265190,Start
Fatemeh Rakeei,Iran,797265561,Stub
Zahra Nejadbahram,Iran,797267764,Stub
"Members of the National Parliament of Papua New Guinea, 1977–1982",Papua New Guinea,797268956,Start
Angelica Jones,Philippines,797270565,Start
Ad de Boer,Netherlands,797271335,Stub
Jean Baptiste Antoine Auget de Montyon,France,797273786,Start
Suren Shadunts,Armenia,797274423,Start
W. Wilkinson,United Kingdom,797275921,Stub
Lin Shih-chia (politician),Taiwan,797278084,C
Iris Falcam,Federated States of Micronesia,797278130,Start
Peng Wan-ru,Taiwan,797278653,C
Jewel Taylor,Liberia,797278803,Start
Isabel da Costa Ferreira,East Timorese,797279277,C
Juan Nepomuceno Solá,Spain,797279932,Start
Nyam-Osoryn Tuyaa,Mongolia,797282445,Stub
Concepcion Picciotto,Spain,797284068,C
Iakoba Italeli,Tuvalu,797287392,C
Abulhassan Navab,Iran,797288875,Stub
Controversies of Mahmoud Ahmadinejad,Iran,797289765,C
Coos Huijsen,Netherlands,797290694,Start
Hendrik Mentz,South Africa,797291164,Stub
Chris Simcox,United States,797291537,C
Cornelius the First,Canada,797292539,Start
Rustam Minnikhanov,Russia,797293778,C
Han Eum,"Korea, South",797294137,Start
Kawlo Iyun Pacidal,Taiwan,797298414,Start
Huang Hsiu-fang,Taiwan,797298510,Stub
Wang Huei-mei,Taiwan,797298511,Stub
Criminal cases against Yulia Tymoshenko since 2010,Ukraine,797298725,FA
Viviane Biviga,Gabon,797300471,Stub
Mick Palmer,Australia,797301172,Stub
Ha Wiji,"Korea, South",797302131,Stub
John Henry (Cook Islands politician),Cook Island,797303432,Stub
Geoffrey Henry,Cook Island,797303508,Start
Albert Henry (politician),Cook Island,797303536,C
Margaret Magill,New Zealand,797303861,C
Cy Gonick,Canada,797304346,Start
Mamadou Dembelé,Mali,797304423,Stub
Louis Lansana Beavogui,Guinea,797306053,Start
Louise Asher,Australia,797306111,Start
Badar Uddin Ahmed Kamran,Bangladesh,797306650,Start
Sue Wood,New Zealand,797306751,Stub
Abdullah Al Kafi,Bangladesh,797307293,C
Herman Lieberman,Poland,797307688,Start
Whitfield family of the United States,United States,797307861,GA
Alexandru Papadopol-Calimah,Romania,797308075,Stub
Daijiro Hashimoto,Japan,797308868,Stub
Heather Butler,Australia,797308955,Stub
Dan Etete,Nigeria,797311518,Start
Roy Welensky,Rhodesian,797314307,FA
Sarah Courtney,Australia,797314370,Stub
June Craig,Australia,797314484,Start
Lily D'Ambrosio,Australia,797315387,Start
Mother Mushroom,Vietnam,797317473,C
John Alexander (Australian politician),Australia,797318162,C
Amjad Ali (civil servant),Pakistan,797318770,Start
Miguel Ángel Blanco,Spain,797322929,Start
Dave Porter (politician),Canada,797323057,Stub
Luke Leake,Australia,797323617,Stub
Muhammad IV al-Hadi,Tunisia,797323885,Start
Muhammad Kudarat,Philippines,797323903,C
Mikael Ljungman,Sweden,797327162,C
David Kerr (English politician),United Kingdom,797328523,Stub
David Lewis (politician),Canada,797329058,FA
Boniface Alexandre,Haiti,797329230,Start
Kate Carnell,Australia,797330303,C
David Norris (politician),Ireland,797330309,B
David Orlikow,Canada,797330459,C
Rosemary Follett,Australia,797330662,C
David Shiner (politician),Canada,797331769,C
Ophelia Hoff Saytumah,Liberia,797331923,Stub
Mary Broh,Liberia,797331960,C
David de Burgh Graham,Canada,797333347,C
Deb Callahan,United States,797339419,Start
Bhagwan Das Gupta,Nepal,797340061,Stub
Hayat Sherpao,Pakistan,797340602,C
Rida Pasha al-Rikabi,Jordan,797341514,C
Delbar Jan Arman,Afghanistan,797343976,Stub
Nagore E. M. Hanifa,India,797344435,Start
Deng Weizhi,China,797346875,Stub
Denis Rocan,Canada,797347498,Start
Nadine Heredia,Peru,797348360,Start
Emmanuel Dungia,"Congo, Dem. Rep. of",797348410,C
Emilio Floris,Italy,797353931,Stub
David Dacko,Central African Republic,797357207,C
Mirza Dilshad Beg,Nepal,797358306,C
Juan Manuel de Salcedo,Spain,797358582,Start
FD Iskandar,Malaysia,797360151,C
José Antonio Acosta,Spain,797362441,Start
Margaret Wright (American politician),United States,797362699,Stub
Nickey Browning,United States,797362969,Stub
Sunil Chhatrapal Kedar,India,797363573,Stub
Dmitry Dmitriyevich Smyshlyayev,Russia,797368400,Start
Abd al-Karim al-Jundi,Syria,797368628,C
Paddy Webb,New Zealand,797369399,C
Ngoako Ramatlhodi,South Africa,797371789,Stub
List of female members of the Islamic Consultative Assembly,Iran,797372983,Start
László Lukács,Hungary,797373116,Stub
Donald Carrick,Canada,797380019,Start
Mikola Statkevich,Belarus,797383818,Start
Carlos Humberto Reyes,Hondura,797385790,Start
Carlos Brandão,Brazil,797390869,Stub
Henry Naisali,Tuvalu,797391518,Start
Alireza Monadi,Iran,797394304,Stub
Mahmoud Abbaszadeh Meshkini,Iran,797394313,Stub
Hassan Sobhani,Iran,797394384,Start
Ghasem Sholeh-Saadi,Iran,797394412,Stub
Ali Akbar Javanfekr,Iran,797394636,C
Count Wenzel Chotek of Chotkow and Wognin,Austria,797396001,Start
Apolônio de Carvalho,Brazil,797398783,Stub
Mohammed Saleh Bendjelloul,Algeria,797399413,Stub
Benedicto Kiwanuka,Uganda,797399615,Start
George T. Washington (Liberia),Liberia,797400882,Start
Şevket Dağ,Turkey,797401407,Start
Alain Akouala Atipault,Congo,797401685,C
Marlene Jennings,Canada,797402155,Start
Felix Lichnowsky,Germany,797402657,Start
Yeung Kwo,Malaysia,797403713,Stub
Hassan Khaled,Lebanon,797404736,C
Dawda Jawara,Gambia,797405018,C
K. Jeyakody,Sri Lanka,797405285,Stub
Þórunn Sveinbjarnardóttir,Iceland,797405716,Stub
Bhairab Dutt Pande,India,797407357,Stub
Abel Muzorewa,Rhodesian,797407618,C
William Henry Piddington,Australia,797409734,Start
Irina Berezhna,Ukraine,797410407,C
Safar Abiyev,Azerbaijan,797412621,Start
Eduardo Cunha,Brazil,797413400,C
Edward Chindori-Chininga,Zimbabwe,797414978,Start
Edward Greenspan,Canada,797415443,GA
Ekaterina Zakharieva,Bulgaria,797417810,Start
Edwin A. Goodman,Canada,797417833,Start
Ivaylo Moskovski,Bulgaria,797418034,Stub
Temenuzhka Petkova,Bulgaria,797418096,Stub
Kostiantyn Yelisieiev,Ukraine,797418156,Start
Evgeniy Udod,Ukraine,797418290,Stub
Effat Marashi,Iran,797418650,Stub
Eitaro Itoyama,Japan,797420967,Start
Elaine Trepper,Namibia,797422099,Stub
John Bell Williams,United States,797422904,C
John M. Clayton (Arkansas),United States,797424208,Start
Elijah Harper,Canada,797426664,C
Hellot Matson Mampouya,Congo,797428800,C
Pierre Mabiala,Congo,797429659,C
Ellawala Medhananda Thero,Sri Lanka,797429835,Stub
Philippe Thoby-Marcelin,Haiti,797430784,Start
Claude Alphonse Nsilou,Congo,797431025,Start
Emil Moeller,Canada,797434963,Start
Munga Mibindo,"Congo, Dem. Rep. of",797435100,Stub
Ker Chien-ming,Taiwan,797436566,Start
Mohamed Aden Sheikh,Somalia,797438398,Stub
Emília Pires,East Timorese,797438594,C
George Klay Kieh,Liberia,797439349,Stub
Enric Duran,Spain,797441711,C
Hu Nim,Cambodia,797444265,C
Eugene Atkinson,United States,797445717,Start
Eric Lenge,"Congo, Dem. Rep. of",797446004,Start
Andy Ireland,United States,797446083,Start
James W. Grant,United States,797446113,Start
Yusuf Lule,Uganda,797449179,Start
Augustine Bwanausi,Malawi,797449401,Start
Bruce McKenzie,Kenya,797449627,Start
Peter Mohr Dam,Faroese,797450160,Stub
Esther Neira de Calvo,Panama,797450746,C
Eugène Rhéaume,Canada,797452786,Start
Artur Sirk,Estonia,797454727,B
Steven Sim,Malaysia,797458550,Start
Sangad Chaloryu,Thailand,797460848,Stub
Jose Agerre,Spain,797462323,Stub
Igor Pavličić,Serbia,797463563,Stub
Fakhrossadat Mohtashamipour,Iran,797464630,Stub
Fatemeh Bodaghi,Iran,797468673,Stub
Fatemeh Hashemi Rafsanjani,Iran,797468681,Stub
Eli Houston Murray,United States,797469359,Start
Jean Kapata,Zambia,797469872,Start
Cabinet of Somalia,Somalia,797471817,Start
Sophie Mirabella,Australia,797472793,C
Visar Ymeri,Albania,797474291,Stub
Kazimierz Badowski,Poland,797478791,Stub
First Lady of Egypt,Egypt,797479352,Stub
First Lady of Gabon,Gabon,797479367,Stub
Gopi Chand Bhargava,India,797479404,Stub
Empress He (Han dynasty),China,797480163,C
Fowsiyo Yusuf Haji Adan,Somalia,797480732,Start
Philip Bermingham,Ireland,797485626,Start
"Pedro Gomes de Abreu, 3rd Lord of Regalados",Portugal,797485796,Stub
"Georg Adam, Prince of Starhemberg",Austria,797485827,C
Umar Barde Yakubu,Nigeria,797486598,Stub
John Estrete,Ireland,797486938,B
Abdoulaye Touré,Guinea,797488593,Start
Abdourahamane Diallo,Guinea,797488603,Stub
Alassane Diop,Guinea,797489642,Stub
Alioune Dramé,Guinea,797490142,Start
Alpha Oumar Barry,Guinea,797490351,Start
Andon Beça,Albania,797490997,Stub
André Gustave Anguilé,Gabon,797491115,Stub
Pedro Figari,Uruguay,797491908,C
Augustus Molade Akiwumi,Ghana,797493061,Start
Jacob Haugaard,Denmark,797493235,Start
Knút Wang,Faroese,797493287,Start
Aye Kyaw,Myanmar,797493349,Start
Sjúrður Skaale,Faroese,797493405,C
Bahi Ladgham,Tunisia,797493684,Stub
Balla Camara,Guinea,797493869,Stub
Peter Nyot Kok,Sudan,797494279,Stub
Bawa Andani Yakubu,Ghana,797494501,Start
Ben Nsibandze,Swaziland,797494822,Stub
Bengaly Camara,Guinea,797494869,Stub
Faysal al-Shaabi,Yemen,797496114,Stub
Maryam Mojtahedzadeh,Iran,797497426,Stub
Zahra Shojaei,Iran,797497721,Start
Zohreh Tabibzadeh-Nouri,Iran,797497956,Stub
Syed Munir Hussain Gilani,Pakistan,797498448,Start
Eva Maydell,Bulgaria,797498910,Start
Mohammed Mahdi al-Bayati,Iraq,797498991,Start
List of female members of the Cabinet of Iran,Iran,797499103,Start
Carlos López Contreras,Hondura,797499354,Stub
Jaime Guzmán,Chile,797500191,C
Charles Arden-Clarke,Botswana,797500323,Start
Sergei Tsekov,Ukraine,797500719,Stub
Periklis Argyropoulos,Greece,797502471,Stub
Gladys Berejiklian,Australia,797503149,C
Michael Egan (Australian politician),Australia,797503500,Start
Deng Nan,China,797503986,Start
Abdul-Wali al-Shameri,Yemen,797505289,Stub
Damantang Camara,Guinea,797505363,Stub
Damyan Velchev,Bulgaria,797505420,Stub
Danny Joe,Canada,797505574,Stub
David Ejoor,Nigeria,797505812,Stub
David Stupich,Canada,797506199,Start
Bektas Beknazarov,Kazakhstan,797506808,Stub
Mojtaba Samareh Hashemi,Iran,797508479,Start
Doug Mowat,Canada,797509369,Stub
Désiré Rakotoarijaona,Madagascar,797510197,Stub
Ed Picco,Canada,797510935,Start
Fuad al-Rikabi,Iraq,797511890,GA
Eugen von Albori,Bosnia-Herzegovina,797514505,Stub
Isidore Ramishvili,Russia,797515786,Start
Zaynab an-Nafzawiyyah,Morocco,797516626,C
Rana Muhammad Afzal,Pakistan,797516710,Start
Htay Oo,Myanmar,797518641,Stub
Angie Motshekga,South Africa,797518966,Stub
Choe Yong-gon (vice-premier),"Korea, South",797521133,Stub
Petru Groza,Romania,797526165,B
Roy Ferguson,New Zealand,797528115,Start
Roberto di Ridolfi,Italy,797533233,Start
Andrzej Rafałowicz,Poland,797533722,Stub
Elvira Rodríguez,Spain,797539684,Stub
František Ladislav Rieger,Czech Republic,797539957,C
Józef Zabiełło,Poland,797541245,Start
Francisco Pereira de Moura,Portugal,797541953,Stub
Ignacio Walker,Chile,797545522,Stub
Norman Mashabane,South Africa,797545655,Stub
Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,797546082,Start
Aleksandar Protogerov,Bulgaria,797546280,Start
Presidents of the Regional Government of Madeira,Portugal,797550111,C
Alicia Cawiya,Ecuador,797550403,C
Sassui Palijo,Pakistan,797551614,Start
Tanzila Aamir Cheema,Pakistan,797554934,Stub
Mohamed Yonis,Somalia,797555172,C
Hishamuddin Rais,Malaysia,797555519,Start
Ali Larijani,Iran,797556144,C
Phil Piratin,United Kingdom,797557779,Start
Rodrigo Pinto Pizarro Pimentel de Almeida Carvalhais,Portugal,797558090,Stub
Vladislav Goranov,Bulgaria,797558117,Stub
Jacqueline van Rysselberghe,Chile,797560309,Start
"Howe Browne, 2nd Marquess of Sligo",Jamaica,797562352,Start
Henri Maïdou,Central African Republic,797563318,C
Philip Leakey,Kenya,797565183,Stub
Paul Everingham,Australia,797565719,Start
Allan Rosenberg (spy),United States,797566520,Start
José Antonio Kast,Chile,797567021,Start
Ada Maza,Argentina,797567589,Stub
Sayed Anwar Rahmati,Afghanistan,797570527,Start
Isaac Fletcher (MP),United Kingdom,797571634,C
Nazir Ahmed Khan (politician),Pakistan,797572336,Start
Roland Bouiti-Viaudo,Congo,797572670,Start
Selmo Cikotić,Bosnia-Herzegovina,797573033,Start
Douglas Barrow,United Kingdom,797573429,Stub
Abdul Karim Abdullah al-Arashi,Yemen,797574730,Stub
Abdul Aziz Abdul Ghani,Yemen,797574901,Stub
Enrique Peñaranda,Bolivia,797575618,Start
Alexis Ndinga,Congo,797576467,Start
Roy Barreras,Colombia,797578100,Start
Empress Lü Zhi,China,797580435,C
Nahum Levin,Israel,797582848,Start
Imam-Quli Khan,Iran,797583203,Start
Dov Shilansky,Israel,797583278,Start
Luis Villar Borda,Colombia,797584436,Stub
Luis Carlos Villegas Echeverri,Colombia,797584684,Stub
Washington Jakoyo Midiwo,Kenya,797586178,Stub
Silvetty Montilla,Brazil,797586350,Stub
Avraham Neguise,Israel,797586608,C
Théophile Obenga,Congo,797590012,C
Lansana Conté,Guinea,797591254,GA
Avraham Rakanti,Greece,797591854,Stub
Baruch Uziel,Israel,797591931,Start
Baruch Abuhatzeira,Israel,797592236,Start
Aharon Abuhatzira,Israel,797592259,Start
Jacques Amir,Israel,797592325,Start
Shaul Amor,Israel,797592346,Stub
Danny Atar,Israel,797592377,Start
Zhang Tingyu,China,797593801,Start
Ramasamy Palanisamy,Malaysia,797595481,Start
Mohd Nasir Hashim,Malaysia,797596345,Start
Saadia Marciano,Israel,797596769,Start
Rafi Elul,Israel,797596876,Stub
Sékouba Konaté,Guinea,797596949,Start
Silvan Shalom,Israel,797599378,C
Jackie Levy,Israel,797601037,Start
Moshe Baram,Israel,797601668,Start
David Coren,Israel,797601825,Start
Bechor-Shalom Sheetrit,Israel,797601904,C
Israel Shochat,Israel,797602596,Start
Zecharia Glosca,Israel,797602688,Start
Aharon Cohen,Israel,797602815,Start
Ma Chao-chun,China,797603786,Stub
Hrant Markarian,Armenia,797605997,Stub
Braulio Yaranon,Philippines,797606419,Start
Sharren Haskel,Israel,797607247,C
Michael Gorlovsky,Israel,797607337,Start
Jabr Muadi,Israel,797607405,Start
Majalli Wahabi,Israel,797607535,Start
Rod Donald,New Zealand,797608283,Start
Roman Bartoszcze,Poland,797608534,Start
Gideon Patt,Israel,797610163,Start
Yuichiro Hata,Japan,797610804,Start
Torsten Aminoff,Finland,797613770,Stub
Patrick Obahiagbon,Nigeria,797615860,Start
Olatoye Tempitope Sugar,Nigeria,797615899,C
Karol Kuryluk,Poland,797616572,B
Antoni Barnaba Jabłonowski,Poland,797616854,Stub
Mama Koite Doumbia,Mali,797617911,Stub
Sim Var,Cambodia,797618265,Start
Edward Asafu-Adjaye,Ghana,797619009,Stub
Hugues Renson,France,797622321,Stub
Nadeem Ehsan,Pakistan,797623209,Stub
World Against Violence and Extremism,Iran,797624191,Stub
Albert Joe Demby,Sierra Leone,797624341,Stub
2011–12 Papua New Guinean constitutional crisis,Papua New Guinea,797625494,C
23rd Canadian Ministry,Canada,797625846,Start
Ahmed Abdallah,Comoros,797626571,Start
Ali Banaei,Iran,797626840,Stub
Ali Roba,Kenya,797626931,Start
Ali-Akbar Zargham,Iran,797626982,Start
Emma Husar,Australia,797627600,Start
William Perry (New Zealand politician),New Zealand,797630038,Start
"William Latimer, 4th Baron Latimer",United Kingdom,797630196,C
Hector Christie,New Zealand,797632119,Stub
Algie Rainbow,New Zealand,797632476,Stub
Charles Gilbert White,New Zealand,797632557,Stub
Bo Xilai,China,797632558,FA
Ethel Marion Gould,New Zealand,797632717,Stub
Mohamed Said Pasha,Egypt,797632929,Stub
William Jones (New Zealand politician),New Zealand,797633194,Stub
Abdullah bin Khalid Al Thani,Qatar,797633472,Start
Angel Dzhambazki,Bulgaria,797633711,Start
Anita Tack,Germany,797634817,Start
Aster Mamo,Ethiopia,797635661,Stub
Anton Luckievich,Belarus,797638066,Stub
Eileen Desmond,Ireland,797639401,Start
Aram Sargsyan,Armenia,797641017,Stub
Vasily Yakemenko,Russia,797644204,Start
Chansey Paech,Australia,797644545,Start
Edmon Marukyan,Armenia,797644864,C
Charoen Suepsaeng,Thailand,797646477,Stub
Chaudhry Mumtaz Ahmed Kahloon,Pakistan,797646946,Stub
Asrat Desta,Ethiopia,797648414,Start
Aleksandr Sokolov (politician),Russia,797648983,Start
Edward Omane Boamah,Ghana,797650054,Start
Aung Moe Nyo,Myanmar,797651649,Stub
Oren Hazan,Israel,797652333,Start
Zbigniew Stonoga,Poland,797654193,Start
Emanuele Notarbartolo,Italy,797654948,Stub
Robert Graham (Whig politician),United Kingdom,797657691,Start
Florestan Fernandes,Brazil,797659851,Stub
Florian Bachelier,France,797661392,Stub
Fode Cisse,Guinea,797662899,Stub
György Aczél,Hungary,797663531,Stub
To the Youth in Western Countries,Iran,797664923,Start
Abdullah Al-Mayhoub,Libya,797668780,Stub
Søren Gade,Denmark,797669262,Start
Beni Lar,Nigeria,797669571,Start
Bibi Maryam Bakhtiari,Iran,797670807,Start
Banda Karthika Reddy,India,797671490,Stub
Bin Chhin,Cambodia,797673057,Stub
Hekmat Karzai,Afghanistan,797673897,Start
Fouad Naffah,Lebanon,797675028,C
Mark Langhammer,Ireland,797675559,C
Hemant Katare,India,797675693,Stub
Andor Fejér,Hungary,797676214,Stub
Sadia Argueta,Hondura,797677168,Stub
Galust Sahakyan,Armenia,797677729,Start
Boubacar Yacine Diallo,Guinea,797679631,Stub
Francis Mer,France,797680953,Start
Ivanna Klympush-Tsintsadze,Ukraine,797681550,Start
Francisco Rodríguez (President of Panama),Panama,797681961,Stub
Angèle Bandou,Congo,797682335,Start
J. Kirk Sullivan,United States,797682606,Start
Maria Guzenina,Finland,797683867,C
Alicia Moreau de Justo,Argentina,797683888,Start
Margarita Dabdoub Sikaffi,Hondura,797684912,Start
Frank Stronach,Austria,797686709,C
Adina Bastidas,Venezuela,797687372,Start
Marleen Temmerman,Belgium,797688466,C
François Ngeze,Burundi,797689230,Stub
Branko Vukelić,Croatia,797689385,Stub
Margarita Stolbizer,Argentina,797691445,C
Jarupan Kuldiloke,Thailand,797693104,Start
Abdul Baiz Kamardeen,Sri Lanka,797693572,Stub
Andrew Green (Jersey politician),Jersey,797693636,Stub
Behbud Khan Javanshir,Azerbaijan,797693679,C
S. Nadarajah,Sri Lanka,797693919,Stub
John Harun Mwau,Kenya,797695325,Start
Cho Bong-am,"Korea, South",797696038,Start
Jean-Nicolas Nissage Saget,Haiti,797697117,B
William Lee-Warner,India,797697432,Stub
Pedro Pedrossian,Brazil,797697990,Stub
Friedrich Harkort,Germany,797699546,Stub
Nayla Tueni,Lebanon,797699753,C
Mbali Ntuli,South Africa,797702715,C
Maryam Yazdanfar,Sweden,797704119,Stub
"List of Captains Regent of San Marino, 1700–1900",San Marino,797704517,Start
Minoo Akhtarzand,Sweden,797704835,Stub
K. Sarveswaran,Sri Lanka,797704879,Start
Qasem Ravanbakhsh,Iran,797706952,Stub
Seyyed Abdollah Behbahani,Iran,797707401,C
Seyyed Mehdi Hashemi,Iran,797707434,Stub
Hemakumara Nanayakkara,Sri Lanka,797707656,Start
Adrian Păunescu,Romania,797708778,C
John Kufuor,Ghana,797709207,C
"Gerald van de Werve, 5th Lord of Hovorst",Belgium,797709708,Stub
Gaston van de Werve et de Schilde,Belgium,797709842,Start
Michael P. Mullin,United States,797710302,Stub
Ottokar Czernin,Hungary,797710569,C
Hassan Bubacar Jallow,Gambia,797710741,C
Victor Popa,Moldova,797711551,Stub
Julius Caesar de Miranda,Suriname,797712847,Start
Gabriel Gurméndez Armand-Ugon,Uruguay,797712888,Start
Fox Odendaal,South Africa,797713862,Start
Lujo Vojnović,Montenegro,797714320,Start
Bou Hmara,Morocco,797714328,Start
Gail Rebuck,United Kingdom,797714705,Start
Petar Pejačević,Croatia,797715320,Stub
Paul Fugger von Kirchberg und Weißenhorn,Germany,797715541,Stub
Mikhail Tugan-Baranovsky,Ukraine,797717297,C
Josip Grubeša,Bosnia-Herzegovina,797717577,Stub
Desmond McKenzie,Jamaica,797720556,Stub
André Jolly,Belgium,797721465,Stub
Modou Bamba Gaye,Gambia,797726251,Stub
